Institute ID,Name,City,State,Score,TLR,RPC,GO,OI,PERCEPTION,Year,Year_rank
IR-D-C-30698,Narayana Medical College,Sri Potti Sriramulu Nellore,Andhra Pradesh,46.5,73.1,6.87,79.77,53.58,12.0,2021,43
IR-D-C-9435,Regional Institute of Medical Sciences,Imphal West,Manipur,46.5,71.57,8.26,70.63,64.8,19.41,2021,43
IR-D-C-19319,K. S. Hegde Medical Academy,Mangaluru,Karnataka,46.49,71.85,8.97,62.41,70.26,27.33,2021,45
IR-D-C-47762,Mahatma Gandhi Medical College and Research Institute,Puducherry,Pondicherry,46.08,70.74,12.74,57.24,73.67,22.22,2021,46
IR-D-C-24503,Jawaharlal Nehru Medical College,Belagavi,Karnataka,46.04,68.28,13.53,58.84,64.66,32.6,2021,47
IR-D-C-47556,"Tirunelveli Medical College, Tirunelveli",Tirunelveli -,Tamil Nadu,46.03,70.22,6.52,76.11,58.53,19.41,2021,48
IR-D-C-7049,Chettinad Hospital and Research Institute,"Kelambakkam, Chengalpattu District",Tamil Nadu,45.32,72.42,7.02,66.81,61.87,19.41,2021,49
IR-D-I-1325,"Shri B.M.Patil Medical College, Hospital & Research Centre",Vijayapura,Karnataka,45.11,70.07,7.9,69.35,66.48,12.0,2021,50
IR-D-N-15,All India Institute of Medical Sciences,New Delhi,Delhi,90.69,92.69,96.57,83.25,72.56,100.0,2020,1
IR-D-U-0079,Post Graduate Institute of Medical Education and Research,Chandigarh,Chandigarh,80.06,81.14,82.46,86.16,66.08,71.44,2020,2
IR-D-C-45654,Christian Medical College,Vellore,Tamil Nadu,73.56,82.96,46.37,97.02,64.2,89.35,2020,3
IR-D-U-0236,National Institute of Mental Health & Neuro Sciences,Bangalore,Karnataka,71.35,87.05,59.18,78.39,58.07,59.8,2020,4
IR-D-N-33,Sanjay Gandhi Postgraduate Institute of Medical Sciences,Lucknow,Uttar Pradesh,70.21,83.18,58.05,90.81,51.24,45.59,2020,5
IR-D-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,64.72,72.09,52.73,89.09,57.44,37.07,2020,6
IR-D-U-0436,Amrita Institute of Medical Sciences & Research,Kochi,Kerala,64.39,75.74,44.82,84.59,70.59,42.39,2020,7
IR-D-U-0368,Jawaharlal Institute of Post Graduate Medical Education & Research,Puducherry,Pondicherry,63.17,75.64,38.35,71.93,69.55,76.32,2020,8
IR-D-C-7242,Kasturba Medical College,Manipal,Karnataka,62.84,67.41,39.78,84.42,72.01,66.14,2020,9
IR-D-U-0523,King George`s Medical University,Lucknow,Uttar Pradesh,62.2,74.03,44.22,90.23,43.53,43.21,2020,10
IR-D-U-0106,Institute of Liver and Biliary Sciences,New Delhi,Delhi,61.58,88.82,34.6,77.57,58.31,32.06,2020,11
IR-D-C-49008,Madras Medical College and Government General Hospital,Chennai,Tamil Nadu,58.84,72.68,17.49,98.06,55.61,66.14,2020,12
IR-D-I-1486,Sri Ramachandra Institute of Higher Education And Research,Chennai,Tamil Nadu,57.9,72.29,27.29,83.3,66.91,46.73,2020,13
IR-D-C-40453,St. John's Medical College,Bengaluru,Karnataka,57.83,72.22,29.16,84.98,65.68,38.47,2020,14
IR-D-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,56.22,66.9,37.56,87.0,56.48,18.3,2020,15
IR-D-C-32922,Vardhman Mahavir Medical College & Safdarjung Hospital,New Delhi,Delhi,56.12,74.25,25.25,89.28,59.03,25.12,2020,16
IR-D-C-6414,Maulana Azad Medical College,Delhi,Delhi,55.31,69.43,26.43,80.4,55.08,49.62,2020,17
IR-D-C-29209,Christian Medical College,Ludhiana,Punjab,55.01,74.87,20.34,85.79,65.89,26.97,2020,18
IR-D-I-1409,University College of Medical Sciences,Delhi,Delhi,55.0,65.59,37.94,74.63,61.41,28.73,2020,19
IR-D-C-35009,JSS Medical College,Mysore,Karnataka,54.32,67.75,18.25,85.8,68.37,45.2,2020,20
IR-D-C-7251,Kasturba Medical College,Mangaluru,Karnataka,53.83,66.91,21.12,82.32,69.77,39.81,2020,21
IR-D-U-0107,Jamia Hamdard,New Delhi,Delhi,52.87,65.91,41.49,60.0,68.94,17.55,2020,22
IR-D-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,52.72,71.83,18.65,83.4,63.2,25.75,2020,23
IR-D-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,52.05,71.73,20.49,78.6,69.79,16.8,2020,24
IR-D-C-29442,Govt. Medical College & Hospital,Chandigarh,Chandigarh,52.01,69.66,19.06,84.0,58.92,26.97,2020,25
IR-D-C-29255,Dayanand Medical College,Ludhiana,Punjab,51.74,77.05,15.27,87.32,53.0,12.77,2020,26
IR-D-N-17,Sawai Man Singh Medical College,Jaipur,Rajasthan,50.44,74.89,12.31,88.67,49.49,16.02,2020,27
IR-D-C-45515,PSG Institute of Medical Sciences & Research,Coimbatore,Tamil Nadu,50.44,72.58,8.0,79.75,62.86,40.25,2020,27
IR-D-U-0295,Datta Meghe Institute of Medical Sciences,Wardha,Maharashtra,50.21,70.47,15.11,82.59,68.35,11.91,2020,29
IR-D-C-40345,M. S. Ramaiah Medical College,Bengaluru,Karnataka,50.02,75.28,10.16,74.57,60.71,34.14,2020,30
IR-D-U-0473,S. R. M. Institute of Science and Technology,Chennai,Tamil Nadu,49.06,68.9,28.13,61.8,59.9,16.02,2020,31
IR-D-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,48.18,67.66,15.8,68.1,65.88,29.31,2020,32
IR-D-U-0168,Maharishi Markandeshwar,Ambala,Haryana,48.13,68.99,16.49,69.8,61.98,23.19,2020,33
IR-D-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,46.49,69.69,20.51,58.0,66.4,11.91,2020,34
IR-D-U-0443,Annamalai University,Annamalainagar,Tamil Nadu,46.47,59.48,23.66,73.12,46.6,22.53,2020,35
IR-D-C-19319,K. S. Hegde Medical Academy,Mangaluru,Karnataka,46.31,69.62,7.71,67.45,69.19,26.97,2020,36
IR-D-C-23033,Krishna Institute of Medical Sciences,Karad,Maharashtra,46.0,70.04,13.65,68.86,63.93,7.35,2020,37
IR-D-U-0036,Sri Venkateswara Institute of Medical Sciences,Tirupati,Andhra Pradesh,45.93,69.83,6.74,78.12,52.19,21.17,2020,38
IR-D-C-9435,Regional Institute of Medical Sciences,Imphal West,Manipur,45.93,66.34,7.88,76.22,59.17,25.12,2020,38
IR-D-C-47762,Mahatma Gandhi Medical College and Research Institute,Puducherry,Pondicherry,45.62,67.64,10.5,67.26,74.49,12.77,2020,40
IR-D-N-15,All India Institute of Medical Sciences,New Delhi,Delhi,87.52,91.81,96.18,66.91,77.43,100.0,2019,1
IR-D-U-0079,Post Graduate Institute of Medical Education and Research,Chandigarh,Chandigarh,77.88,78.6,84.47,76.99,70.74,64.87,2019,2
IR-D-C-45654,Christian Medical College,Vellore,Tamil Nadu,70.32,81.92,49.27,75.52,65.89,92.74,2019,3
IR-D-N-33,Sanjay Gandhi Postgraduate Institute of Medical Sciences,Lucknow,Uttar Pradesh,64.16,74.88,57.16,79.65,46.08,40.11,2019,4
IR-D-U-0436,Amrita Institute of Medical Sciences & Research,Kochi,Kerala,62.84,75.62,43.15,73.16,74.49,51.33,2019,5
IR-D-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,61.66,70.57,50.95,76.45,55.29,43.8,2019,6
IR-D-C-7242,Kasturba Medical College,Manipal,Karnataka,61.4,67.41,41.11,73.69,73.81,67.29,2019,7
IR-D-U-0368,Jawaharlal Institute of Post Graduate Medical Education & Research,Puducherry,Pondicherry,61.38,73.83,38.52,64.88,65.74,81.15,2019,8
IR-D-U-0106,Institute of Liver and Biliary Sciences,New Delhi,Delhi,59.8,89.46,36.88,69.96,57.15,21.81,2019,9
IR-D-U-0523,King George`s Medical University,Lucknow,Uttar Pradesh,58.53,71.17,42.55,73.14,53.54,44.39,2019,10
IR-D-I-1486,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,58.45,71.36,31.45,81.19,62.29,51.33,2019,11
IR-D-C-40453,St. John's Medical College,Bangalore,Karnataka,56.68,73.09,27.53,74.14,67.29,49.32,2019,12
IR-D-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,55.79,67.26,38.1,84.24,59.8,13.55,2019,13
IR-D-C-6414,Maulana Azad Medical College,Delhi,Delhi,54.01,69.71,28.99,72.86,53.87,44.39,2019,14
IR-D-U-0107,Jamia Hamdard,New Delhi,Delhi,51.7,66.4,42.67,48.86,72.3,19.76,2019,15
IR-D-C-7251,Kasturba Medical College,Mengaluru,Karnataka,51.23,65.74,22.21,70.05,70.65,37.79,2019,16
IR-D-C-35009,JSS Medical College,Mysore,Karnataka,50.58,68.72,19.01,68.14,71.3,34.97,2019,17
IR-D-C-29209,Christian Medical College,Ludhiana,Punjab,50.43,68.43,28.8,60.67,64.78,26.52,2019,18
IR-D-C-32922,Vardhman Mahavir Medical College & Safdarjung Hospital,New Delhi,Delhi,50.19,71.64,27.66,64.68,57.5,17.05,2019,19
IR-D-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,49.81,71.5,17.1,70.9,71.31,19.23,2019,20
IR-D-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,49.57,69.71,16.55,70.5,64.65,31.16,2019,21
IR-D-U-0473,SRM Institute of Science and Technology,Chennai,Tamil Nadu,49.14,65.24,27.59,66.91,56.81,22.3,2019,22
IR-D-I-1409,University College of Medical Sciences,Delhi,Delhi,48.69,65.24,39.99,44.43,55.84,26.52,2019,23
IR-D-C-29255,Dayanand Medical College,Ludhiana,Punjab,48.0,76.81,16.78,67.61,55.02,9.05,2019,24
IR-D-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,47.41,69.01,16.02,69.72,66.09,13.55,2019,25
IR-D-U-0443,Annamalai University,Annamalainagar,Tamil Nadu,46.63,60.87,23.42,61.58,51.06,39.13,2019,26
IR-D-C-40345,M. S. Ramaiah Medical College,Bengaluru,Karnataka,46.61,71.03,13.08,57.17,63.13,36.4,2019,27
IR-D-C-9435,Regional Institute of Medical Sciences,Imphal West,Manipur,46.6,68.63,11.24,67.21,62.47,29.53,2019,28
IR-D-U-0036,Sri Venkateswara Institute of Medical Sciences,Tirupati,Andhra Pradesh,46.38,70.49,9.44,72.42,51.43,27.84,2019,29
IR-D-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,46.3,68.18,15.43,57.72,67.65,29.12,2019,30
IR-1-D-D-N-15,All India Institute of Medical Sciences New Delhi,New Delhi,Delhi,90.71,94.85,100.0,72.24,78.14,100.0,2018,1
IR-1-D-D-U-0079,Post Graduate Institute of Medical Education and Research,Chandigarh,Chandigarh,78.73,82.52,81.76,83.05,72.15,56.19,2018,2
IR-1-D-D-C-45654,Christian Medical College,Vellore,Tamil Nadu,73.61,76.49,49.45,97.56,66.35,96.87,2018,3
IR-1-D-D-C-7242,Kasturba Medical College,Manipal,Karnataka,62.03,68.55,37.77,88.2,65.52,59.42,2018,4
IR-1-D-D-U-0523,King George`s Medical University,Lucknow,Uttar Pradesh,61.73,76.68,39.59,83.87,60.38,40.38,2018,5
IR-1-D-D-U-0368,Jawaharlal Institute of Post Graduate Medical Education & Research,Puducherry,Pondicherry,59.27,72.15,34.16,70.51,54.07,78.6,2018,6
IR-3-D-OMD-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,58.52,71.25,53.53,53.59,55.85,47.74,2018,7
IR-1-D-D-U-0106,Institute of Liver and Biliary Sciences,New Delhi,Delhi,57.12,84.95,37.05,55.87,68.25,25.41,2018,8
IR-7-D-OEMALDC-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,56.34,68.78,31.44,87.54,56.6,31.02,2018,9
IR-3-D-ODP-I-1486,Sri Ramachandra Medical College and Research Institute,Chennai,Tamil Nadu,55.32,72.2,28.03,70.97,58.42,52.18,2018,10
IR-5-D-OEMDP-U-0107,Jamia Hamdard,New Delhi,Delhi,54.42,66.32,38.13,76.8,61.28,15.89,2018,11
IR-2-D-OD-C-40345,M. S. Ramaiah Medical College,Bengaluru,Karnataka,54.12,75.67,9.48,89.06,65.26,42.43,2018,12
IR-1-D-D-C-32922,Vardhman Mahavir Medical College & Safdarjung Hospital,New Delhi,Delhi,53.98,70.58,26.61,85.91,60.46,15.89,2018,13
IR-1-D-D-C-29255,Dayanand Medical College,Ludhiana,Punjab,52.0,80.43,14.14,84.67,52.37,14.61,2018,14
IR-3-D-ODP-I-1409,University College of Medical Sciences,Delhi,Delhi,51.35,66.48,34.92,61.1,58.28,28.77,2018,15
IR-1-D-D-C-7251,Kasturba Medical College,Mangalore,Karnataka,51.11,65.76,13.51,83.12,71.52,35.57,2018,16
IR-6-D-OEMLDP-U-0078,Panjab University,Chandigarh,Chandigarh,49.74,60.24,49.63,40.35,73.1,13.95,2018,17
IR-2-D-OD-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,49.42,70.62,12.18,84.31,72.78,4.37,2018,18
IR-2-D-OD-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,49.19,73.53,11.27,81.9,66.06,7.56,2018,19
IR-5-D-OEMLD-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,48.77,68.03,12.47,82.5,70.7,10.52,2018,20
IR-1-D-D-C-45515,PSG Institute of Medical Sciences & Research,Coimbatore,Tamil Nadu,48.45,72.91,3.42,71.78,50.56,61.36,2018,21
IR-5-D-OEMDP-U-0473,SRM Institute of Science and Technology,Chennai,Tamil Nadu,48.34,66.64,22.29,64.5,58.35,29.23,2018,22
IR-1-D-D-C-47762,Mahatma Gandhi Medical College and Research Institute,Puducherry,Pondicherry,47.98,67.93,9.31,73.98,74.66,25.41,2018,23
IR-6-D-OEMDPC-U-0443,Annamalai University,Annamalainagar,Tamil Nadu,47.79,62.89,22.94,73.74,40.2,32.73,2018,24
IR-1-D-D-C-24503,Jawaharlal Nehru Medical College,Belgaum,Karnataka,47.71,67.5,13.21,72.25,66.05,24.39,2018,25
