Institute ID,Name,City,State,Score,TLR,RPC,GO,OI,PERCEPTION,Year,Year_rank
IR-N-C-40192,College of Dental Sciences,Davangere,Karnataka,52.28,70.41,20.12,81.72,59.57,28.23,2021,28
IR-N-C-14028,"MGV's Karmaveer Bhausaheb Hiray Dental College, Panchavati, Nashik",Nashik,Maharashtra,52.25,68.9,21.83,94.63,40.16,20.76,2021,29
IR-N-N-73,Army College of Dental Sciences,Secunderabd,Telangana,51.99,68.21,10.25,82.11,67.19,53.19,2021,30
IR-N-C-40175,Coorg Institute of Dental Sciences,Virajpet,Karnataka,51.69,68.7,17.23,75.92,57.96,49.26,2021,31
IR-N-C-29701,"Govt. Dental College, Indore",Indore,Madhya Pradesh,51.66,74.08,14.39,92.42,54.71,11.66,2021,32
IR-N-C-24504,KLE Vishwanath Katti Institute of Dental Sciences,Belgaum,Karnataka,51.61,71.47,12.86,75.91,71.24,40.05,2021,33
IR-N-U-0168,Maharishi Markandeshwar,Ambala,Haryana,51.46,64.65,23.9,79.21,62.32,28.23,2021,34
IR-N-U-0461,M. G. R. Educational and Research Institute,Chennai,Tamil Nadu,51.44,61.5,21.64,92.98,50.84,28.23,2021,35
IR-N-C-29150,Christian Dental College,Ludhiana,Punjab,51.43,70.22,10.14,84.22,64.65,40.05,2021,36
IR-N-C-40140,Raja Rajeswari Dental College & Hospital,Bengaluru,Karnataka,51.31,67.03,20.62,92.33,65.42,0.0,2021,37
IR-N-U-0311,Krishna Institute of Medical Sciences Deemed University,Karad,Maharashtra,51.09,65.67,16.89,82.57,53.19,44.91,2021,38
IR-N-U-0169,Manav Rachna International Institute of Research & Studies,Faridabad,Haryana,51.02,67.32,11.13,85.99,68.16,34.56,2021,39
IR-N-C-28550,I.T.S. Dental College Hospital & Research Center,Greater Noida,Uttar Pradesh,50.87,68.97,13.85,82.75,66.45,28.23,2021,40
IR-N-C-28507,Maulana Azad Institute of Dental Sciences,Delhi,Delhi,82.51,86.86,75.47,92.13,53.76,100.0,2020,1
IR-N-C-7254,Manipal College of Dental Sciences,Udupi,Karnataka,78.17,83.05,79.41,71.63,76.42,74.72,2020,2
IR-N-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,76.37,79.92,80.24,81.41,57.36,63.0,2020,3
IR-N-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,72.34,82.66,60.57,74.93,63.38,80.44,2020,4
IR-N-C-19320,A. B. S. M. Institute of Dental Sciences,Mangaluru,Karnataka,70.87,81.76,45.05,86.56,72.98,82.19,2020,5
IR-N-C-7240,Manipal College of Dental Sciences,Mangalore,Karnataka,68.75,78.72,55.2,73.87,72.41,65.62,2020,6
IR-N-I-1486,Sri Ramachandra Institute of Higher Education And Research,Chennai,Tamil Nadu,66.27,78.27,55.21,71.42,59.28,60.2,2020,7
IR-N-N-153,Nair Hospital Dental College,Mumbai,Maharashtra,64.54,71.1,45.0,92.13,52.56,60.2,2020,8
IR-N-N-352,SRM Dental College,Chennai,Tamil Nadu,64.47,73.92,45.61,95.99,56.37,37.72,2020,9
IR-N-C-35008,JSS Dental College and Hospital,Mysuru,Karnataka,64.07,76.08,40.98,80.87,70.69,57.2,2020,10
IR-N-U-0724,M. S. Ramaiah University of Applied Sciences,Bangalore,Karnataka,62.82,78.67,44.21,88.53,63.18,19.29,2020,11
IR-N-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,62.76,79.84,37.0,97.12,63.62,19.29,2020,12
IR-N-U-0436,Amrita School of Dentistry,Kochi,Kerala,61.46,69.43,41.74,90.41,73.89,26.38,2020,13
IR-N-U-0295,Datta Meghe Institute of Medical Sciences,Wardha,Maharashtra,60.99,73.65,44.38,84.45,54.45,32.43,2020,14
IR-N-C-30756,Postgraduate Institute of Dental Sciences,Rohtak,Haryana,60.68,81.55,44.47,64.81,48.59,50.45,2020,15
IR-N-C-40193,Bapuji Dental College & Hospital,Davangere,Karnataka,60.24,73.33,41.46,68.72,60.36,60.2,2020,16
IR-N-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,60.23,77.27,33.07,77.48,65.81,50.45,2020,17
IR-N-C-29150,Christian Dental College,Ludhiana,Punjab,58.29,85.39,12.11,92.16,59.45,46.63,2020,18
IR-N-U-0108,Jamia Millia Islamia,New Delhi,Delhi,58.02,78.86,36.28,55.2,73.84,50.45,2020,19
IR-N-C-8528,Yenepoya Dental College,Mangaluru,Karnataka,58.01,77.63,32.69,63.6,67.91,53.96,2020,20
IR-N-C-40192,College of Dental Sciences,Davangere,Karnataka,57.22,73.69,36.7,74.06,60.48,32.43,2020,21
IR-N-C-29701,Government Dental College,Indore,Madhya Pradesh,56.08,74.23,24.35,91.54,55.54,26.38,2020,22
IR-N-N-73,Army College of Dental Sciences,Secunderabd,Telangana,55.13,70.73,17.36,86.58,67.18,46.63,2020,23
IR-N-C-24504,KLE Vishwanath Katti Institute of Dental Sciences,Belgaum,Karnataka,55.05,76.43,17.89,85.12,70.85,26.38,2020,24
IR-N-U-0168,Maharishi Markandeshwar,Ambala,Haryana,55.04,65.62,26.42,80.63,66.37,46.63,2020,25
IR-N-C-40531,Sri Dharmasthala Manjunatheswara College of Dharwad,Dharwad,Karnataka,54.3,75.98,10.38,84.85,57.14,57.2,2020,26
IR-N-U-0461,M. G. R. Educational and Research Institute,Chennai,Tamil Nadu,54.02,67.82,32.71,93.44,51.67,0.0,2020,27
IR-N-U-0078,Panjab University,Chandigarh,Chandigarh,53.09,71.58,24.15,72.61,66.19,32.43,2020,28
IR-N-N-116,Pacific Dental College,Udaipur,Rajasthan,52.87,69.84,23.7,92.17,63.83,0.0,2020,29
IR-N-N-71,Institute of Medical Sciences,Varanasi,Uttar Pradesh,52.57,64.76,20.21,72.47,62.87,63.0,2020,30
