Institute ID,Name,City,State,Score,TLR,RPC,GO,OI,PERCEPTION,Year,Year_rank
IR-C-C-6365,Indraprastha College for Women,Delhi,Delhi,53.18,67.18,3.74,68.71,66.1,19.63,2021,68
IR-C-C-8010,St. Joseph's College,Kozhikode,Kerala,53.13,68.45,11.16,70.96,52.94,10.45,2021,69
IR-C-C-6366,Shivaji College,Delhi,Delhi,53.0,74.08,17.3,59.96,54.0,3.78,2021,70
IR-C-C-33688,College of Social Work,Mumbai,Maharashtra,52.86,68.7,0.21,75.71,58.08,6.13,2021,71
IR-C-C-41073,N. G. M. College,Pollachi,Tamil Nadu,52.61,66.24,13.4,69.81,53.06,13.42,2021,72
IR-C-C-8023,"Farook College, Kozhikkode",Kozhikode,Kerala,52.49,66.85,9.65,72.55,55.52,6.13,2021,73
IR-C-C-20830,St. Joseph`s College of Commerce,Bengaluru,Karnataka,52.31,60.38,0.16,82.34,61.07,14.37,2021,74
IR-C-C-6371,Ramjas College,Delhi,Delhi,52.27,66.92,20.08,53.99,67.09,22.81,2021,75
IR-C-C-28526,"Alagappa Government Arts College, Karaikudi",Karaikudi,Tamil Nadu,52.27,57.8,38.96,63.04,40.82,34.69,2021,75
IR-C-C-11991,Bethune College,Kolkata,West Bengal,52.23,67.18,16.01,59.15,43.73,38.0,2021,77
IR-C-C-29284,Government Home Science College,Chandigarh,Chandigarh,52.22,70.75,0.63,67.87,56.06,12.46,2021,78
IR-C-C-11831,"S.B. College, Changanacherry",Kottayam,Kerala,52.17,63.74,42.91,59.7,47.15,6.13,2021,79
IR-C-C-11615,Mar Thoma College,Tiruvalla,Kerala,52.01,62.71,10.2,78.21,55.95,2.56,2021,80
IR-C-C-39206,"S S Jain Subodh P G College, Jaipur",Jaipur,Rajasthan,51.89,55.05,2.26,85.03,74.37,8.34,2021,81
IR-C-C-41068,Vellalar College for Women,Erode,Tamil Nadu,51.84,62.76,8.2,71.4,52.34,24.31,2021,82
IR-C-C-43874,Government College,Kasaragod,Kerala,51.84,66.56,7.1,73.27,56.96,1.3,2021,82
IR-C-C-41100,Sri Ramakrishna College of Arts and Science,Coimbatore,Tamil Nadu,51.65,65.63,7.91,74.0,49.82,7.25,2021,84
IR-C-C-25990,St. Francis College for Women,Hyderabad,Telangana,51.58,62.7,3.33,79.45,52.0,9.41,2021,85
IR-C-C-11815,Mar Athanasius College,Kothamangalam,Kerala,51.46,67.27,17.58,67.25,50.96,0.0,2021,86
IR-C-C-36578,Lady Doak College,Madurai,Tamil Nadu,51.38,66.27,19.32,60.33,43.14,25.75,2021,87
IR-C-C-49799,Government Institute of Forensic Science,Nagpur,Maharashtra,51.34,70.18,13.91,66.42,38.36,7.25,2021,88
IR-C-C-43711,Bishop Moore College,Alappuzha,Kerala,51.24,60.76,31.31,67.38,51.19,2.56,2021,89
IR-C-C-11616,Bishop Kurialacherry College For Women,Kottayam,Kerala,51.24,64.42,4.75,77.4,54.06,0.0,2021,89
IR-C-C-41184,Women's Christian College,Nagercoil,Tamil Nadu,51.22,65.52,11.07,68.35,53.22,9.41,2021,91
IR-C-C-11697,"Maharaja's College, Ernakulam",Ernakulam,Kerala,51.13,72.11,15.39,50.06,55.94,18.8,2021,92
IR-C-C-11771,CMS College Kottayam,Kottayam,Kerala,50.9,61.89,22.1,65.48,53.04,11.47,2021,93
IR-C-C-6411,Shaheed Sukhdev College of Business Studies,New Delhi,Delhi,50.84,61.32,6.5,79.3,52.65,2.56,2021,94
IR-C-C-16897,St. Aloysius College,Mangaluru,Karnataka,50.82,59.49,14.91,65.22,61.88,22.81,2021,95
IR-C-I-1385,Fergusson College,Pune,Maharashtra,50.64,57.97,17.51,60.43,40.18,56.88,2021,96
IR-C-C-43789,Government Brennen College,Kannur,Kerala,50.58,67.52,6.11,67.07,57.49,1.3,2021,97
IR-C-C-41110,"Government Arts College, Tiruppur",Udumalpet,Tamil Nadu,50.49,64.1,22.21,63.64,56.05,0.0,2021,98
IR-C-C-8209,"Government Victoria College, Palakkad",Palakkad,Kerala,50.37,67.84,11.5,61.83,52.13,8.34,2021,99
IR-C-C-9552,Sri Sarada College for Women (Autonomous),Salem,Tamil Nadu,50.35,63.38,14.07,66.97,48.11,13.42,2021,100
IR-C-C-6355,Miranda House,Delhi,Delhi,77.23,79.15,58.22,85.65,76.4,77.87,2020,1
IR-C-C-6415,Lady Shri Ram College For Women,New Delhi,Delhi,72.08,74.77,10.88,95.54,75.11,91.38,2020,2
IR-C-C-6377,Hindu College,Delhi,Delhi,70.44,72.43,27.41,86.77,75.03,81.68,2020,3
IR-C-C-22470,St. Stephen`s College,Delhi,Delhi,69.67,77.03,24.86,73.89,68.8,97.78,2020,4
IR-C-C-43921,Presidency College,Chennai,Tamil Nadu,68.89,73.11,95.83,53.31,50.49,69.02,2020,5
IR-C-C-44006,Loyola College,Chennai,Tamil Nadu,68.03,64.59,91.7,54.97,47.02,100.0,2020,6
IR-C-C-11881,St. Xavier`s College,Kolkata,West Bengal,67.59,66.43,40.28,82.69,55.81,87.26,2020,7
IR-C-C-11926,Ramakrishna Mission Vidyamandira,Howrah,West Bengal,67.59,79.96,37.48,91.42,29.09,42.3,2020,7
IR-C-C-6425,Hans Raj College,Delhi,Delhi,67.23,70.86,23.84,82.07,77.29,70.57,2020,9
IR-C-C-41046,PSGR Krishnammal College for Women,Coimbatore,Tamil Nadu,66.63,74.29,33.44,84.24,62.39,45.89,2020,10
IR-C-I-1317,Rama Krishna Mission Vivekananda Centenary College,Rahara,West Bengal,66.58,76.93,25.59,98.76,27.27,45.54,2020,11
IR-C-C-6419,Shri Ram College of Commerce,Delhi,Delhi,66.29,72.84,0.9,88.69,76.76,71.69,2020,12
IR-C-C-22462,Atma Ram Sanatan Dharm College,New Delhi,Delhi,66.15,78.96,41.52,77.86,71.19,17.46,2020,13
IR-C-C-6369,Sri Venkateswara College,Delhi,Delhi,66.04,78.78,43.05,73.17,68.06,29.73,2020,14
IR-C-C-6361,Deen Dayal Upadhyaya College,New Delhi,Delhi,65.32,77.48,46.89,69.61,65.87,33.13,2020,15
IR-C-C-6429,Gargi College,Delhi,Delhi,64.53,78.61,13.75,81.26,70.78,36.27,2020,16
IR-C-C-43965,Madras Christian College,Chennai,Tamil Nadu,64.36,73.43,42.79,65.28,52.3,70.18,2020,17
IR-C-C-6380,Acharya Narendra Dev College,New Delhi,Delhi,63.1,81.75,20.99,75.77,66.26,16.77,2020,18
IR-C-C-6385,Kirori Mal College,Delhi,Delhi,62.58,74.4,35.39,66.93,70.67,37.12,2020,19
IR-C-C-42814,Ramakrishna Mission Residential College,Kolkata,West Bengal,62.36,74.01,25.8,86.23,26.12,47.24,2020,20
IR-C-C-6432,Dyal Singh College,New Delhi,Delhi,62.2,78.17,30.18,75.21,60.62,15.37,2020,21
IR-C-C-36513,Thiagarajar College,Madurai,Tamil Nadu,61.29,64.55,63.75,67.57,53.85,36.27,2020,22
IR-C-C-43671,University College,Thiruvananthapuram,Kerala,61.08,75.74,30.22,77.15,54.24,15.37,2020,23
IR-C-C-16178,P. D. Patel Institute of Applied Sciences,Changa,Gujarat,61.01,69.83,70.61,68.62,50.31,2.99,2020,24
IR-C-C-41124,PSG College of Arts and Science,Coimbatore,Tamil Nadu,60.74,60.37,40.51,73.95,51.98,68.22,2020,25
IR-C-C-6367,Daulat Ram College,Delhi,Delhi,60.4,70.94,7.1,85.1,72.61,24.33,2020,26
IR-C-C-41189,Scott Christian College,Nagercoil,Tamil Nadu,59.98,76.23,28.02,74.0,53.34,14.65,2020,27
IR-C-C-11691,Rajagiri College of Social Sciences,Ernakulam,Kerala,59.36,80.03,3.22,81.9,53.96,10.04,2020,28
IR-C-C-41126,Sri Krishna Arts and Science College,Coimbatore,Tamil Nadu,58.56,67.18,4.32,89.33,63.91,23.16,2020,29
IR-C-C-6353,Sri Guru Tegh Bahadur Khalsa College,Delhi,Delhi,58.35,75.3,40.87,61.81,65.46,1.02,2020,30
IR-C-C-35860,St. Joseph's College,Tiruchirappalli,Tamil Nadu,58.27,64.14,43.88,65.15,44.31,53.12,2020,31
IR-C-C-27608,Lady Irwin College,Delhi,Delhi,58.25,61.21,26.83,80.42,62.48,34.05,2020,32
IR-C-C-43964,Madras School of Social Work,Chennai,Tamil Nadu,57.99,66.84,0.94,91.98,67.97,13.17,2020,33
IR-C-C-41035,Government Arts College,Coimbatore,Tamil Nadu,57.81,77.15,38.51,52.74,49.58,30.23,2020,34
IR-C-C-6391,Maitreyi College,New Delhi,Delhi,57.7,77.9,17.09,69.06,66.17,1.02,2020,35
IR-C-C-25376,Andhra Loyola College,Vijayawada,Andhra Pradesh,57.64,58.61,45.58,71.47,54.75,39.99,2020,36
IR-C-C-6420,Jesus & Mary College,New Delhi,Delhi,57.29,67.32,2.0,85.21,63.34,24.33,2020,37
IR-C-C-43946,Women`s Christian College,Chennai,Tamil Nadu,56.78,66.8,16.83,82.14,43.96,26.02,2020,38
IR-C-C-35825,Bishop Heber College,Tiruchirappalli,Tamil Nadu,56.65,57.66,45.92,64.6,50.4,55.09,2020,39
IR-C-C-43705,Government College for Women,Thiruvananthapuram,Kerala,56.56,73.46,8.9,76.61,57.05,10.04,2020,40
IR-C-N-6,Queen Mary`s College,Chennai,Tamil Nadu,56.28,66.27,17.78,78.59,49.04,25.47,2020,41
IR-C-I-1385,Fergusson College,Pune,Maharashtra,56.04,53.27,15.53,83.04,40.48,75.91,2020,42
IR-C-C-6365,Indraprastha College for Women,Delhi,Delhi,55.9,70.36,1.54,72.26,68.47,26.02,2020,43
IR-C-C-6417,Kamala Nehru College,Delhi,Delhi,55.9,72.85,3.32,75.21,61.38,13.17,2020,43
IR-C-C-6412,Maharaja Agrasen College,Delhi,Delhi,55.88,76.76,12.28,66.88,64.09,2.02,2020,45
IR-C-C-43902,Ethiraj College for Women,Chennai,Tamil Nadu,55.76,63.78,8.82,75.91,53.98,45.54,2020,46
IR-C-C-11582,St. Teresa's College,Ernakulam,Kerala,55.6,70.34,9.96,75.43,54.39,16.77,2020,47
IR-C-C-43767,Mar Ivanios College,Thiruvananthapuram,Kerala,55.51,60.46,46.39,69.31,55.03,15.37,2020,48
IR-C-C-29454,IC College of Home Science,Hisar,Haryana,54.93,77.11,0.21,75.24,50.52,2.02,2020,49
IR-C-C-41173,St. Xavier's College,Palayamkottai,Tamil Nadu,54.91,68.3,41.7,57.33,53.35,16.77,2020,50
IR-C-C-6366,Shivaji College,Delhi,Delhi,54.76,75.15,13.72,66.82,57.45,2.02,2020,51
IR-C-C-36578,Lady Doak College,Madurai,Tamil Nadu,54.67,70.13,22.94,63.13,44.77,29.22,2020,52
IR-C-C-36502,Virudhunagar Hindu Nadars' Senthikumara Nadar College,Virudhunagar,Tamil Nadu,54.63,60.75,58.72,61.02,48.02,14.65,2020,53
IR-C-C-35832,Jamal Mohamed College,Tiruchirappalli,Tamil Nadu,54.53,67.05,34.66,62.55,51.86,16.77,2020,54
IR-C-C-11708,Sacred Heart College,Ernakulam,Kerala,54.52,69.89,13.89,73.08,50.52,11.64,2020,55
IR-C-C-6502,Kanchi Mamunivar Centre for Post Graduate Studies,Puducherry,Pondicherry,54.38,72.76,27.73,67.7,41.84,0.0,2020,56
IR-C-C-6411,Shaheed Sukhdev College of Business Studies,New Delhi,Delhi,54.11,65.37,3.38,84.86,58.47,3.94,2020,57
IR-C-C-36579,Ayya Nadar Janaki Ammal College,Sivakasi,Tamil Nadu,53.94,61.28,25.81,67.91,47.78,37.96,2020,58
IR-C-C-5855,St. Xavier's College,Ahmedabad,Gujarat,53.93,52.83,54.69,69.6,54.46,17.46,2020,59
IR-C-I-1323,St. Joseph's College,Kozhikode,Kerala,53.82,70.62,9.15,71.52,53.15,10.04,2020,60
IR-C-C-6431,Ramanujan College,New Delhi,Delhi,53.73,63.47,1.22,88.4,57.57,2.99,2020,61
IR-C-C-33688,College of Social Work Nirmala Niketan,Mumbai,Maharashtra,53.66,67.76,0.47,83.28,52.68,3.94,2020,62
IR-C-C-8169,St. Thomas College,Thrissur,Kerala,53.42,67.18,13.95,73.07,55.24,6.67,2020,63
IR-C-C-43931,Stella Maris College,Chennai,Tamil Nadu,53.36,56.53,17.06,71.4,56.18,47.24,2020,64
IR-C-I-1293,Sri Ramakrishna Mission Vidyalaya College of Arts and Science,Coimbatore,Tamil Nadu,53.32,59.1,82.08,59.55,10.23,14.65,2020,65
IR-C-C-35787,Holy Cross College,Tiruchirappalli,Tamil Nadu,53.27,63.03,8.81,70.97,57.32,32.66,2020,66
IR-C-C-6426,Shaheed Rajguru College of Applied Sciences for Women,Delhi,Delhi,53.22,57.49,28.93,72.93,76.48,0.0,2020,67
IR-C-C-41157,V.O. Chidambaram College,Tuticorin,Tamil Nadu,53.08,72.51,20.29,60.81,56.27,2.02,2020,68
IR-C-C-6357,Shyam Lal College,Delhi,Delhi,52.7,61.22,9.9,82.69,57.55,2.99,2020,69
IR-C-C-41106,Kongunadu Arts & Science College,Coimbatore,Tamil Nadu,52.68,59.02,35.06,67.05,53.0,17.46,2020,70
IR-C-C-6413,Sri Guru Gobind Singh College of Commerce,Delhi,Delhi,52.4,63.48,4.03,80.11,58.89,4.87,2020,71
IR-C-C-20830,St. Joseph`s College of Commerce,Bengaluru,Karnataka,52.37,56.75,0.0,84.49,64.18,21.34,2020,72
IR-C-C-25990,St. Francis College for Women,Hyderabad,Telangana,52.28,61.71,3.08,82.1,51.62,14.65,2020,73
IR-C-C-36529,Fatima College,Madurai,Tamil Nadu,52.2,61.64,7.07,72.16,55.16,29.22,2020,74
IR-C-C-11986,Loreto College,Kolkata,West Bengal,52.17,60.45,0.23,76.1,51.88,37.55,2020,75
IR-C-C-43711,Bishop Moore College,Alappuzha,Kerala,52.04,60.83,24.1,74.98,51.53,2.02,2020,76
IR-C-C-6381,Keshav Mahavidyalya,Delhi,Delhi,51.92,73.71,12.73,58.2,56.74,2.99,2020,77
IR-C-C-41184,Women's Christian College,Nagercoil,Tamil Nadu,51.75,67.64,11.4,67.72,53.07,7.53,2020,78
IR-C-C-11831,St. Berchmans College,Kottayam,Kerala,51.6,65.45,22.98,67.73,47.44,2.99,2020,79
IR-C-C-11616,Bishop Kurialacherry College For Women,Kottayam,Kerala,51.55,65.56,2.38,78.98,52.19,0.0,2020,80
IR-C-C-28526,Alagappa Government Arts College,Karaikudi,Tamil Nadu,51.55,57.93,38.28,62.03,37.68,33.59,2020,80
IR-C-C-41096,CMS College of Science and Commerce,Coimbatore,Tamil Nadu,51.49,61.54,5.06,79.66,60.02,2.02,2020,82
IR-C-C-43874,Government College,Kasaragod,Kerala,51.39,60.83,9.04,79.83,57.38,0.0,2020,83
IR-C-C-11615,Marthoma College,Thiruvalla,Kerala,51.37,60.95,6.83,81.43,56.13,0.0,2020,84
IR-C-C-41054,Dr. N. G. P. Arts and Science College,Coimbatore,Tamil Nadu,51.33,56.25,11.31,78.39,53.29,21.96,2020,85
IR-C-C-29284,Government Home Science College,Chandigarh,Chandigarh,51.28,72.65,0.39,69.17,41.98,6.67,2020,86
IR-C-C-41068,Vellalar College for Women,Erode,Tamil Nadu,51.25,61.51,7.69,73.55,52.33,18.79,2020,87
IR-C-C-11991,Bethune College,Kolkata,West Bengal,51.23,66.42,10.13,59.27,36.01,47.24,2020,88
IR-C-C-8023,Farook College,Kozhikode,Kerala,51.23,62.27,7.63,73.95,56.08,10.85,2020,88
IR-C-C-9562,Mahendra Arts & Science College,Namakkal,Tamil Nadu,51.14,58.29,16.19,74.62,56.5,10.85,2020,90
IR-C-C-33555,St. Xavier`s College,Mumbai,Maharashtra,51.14,52.65,12.07,68.39,57.38,54.26,2020,90
IR-C-C-6566,Mahatma Gandhi Government Arts College,Mahe,Pondicherry,50.89,67.29,6.34,71.11,49.4,2.99,2020,92
IR-C-C-43760,Mahatma Gandhi College,Thiruvananthapuram,Kerala,50.59,66.87,26.08,57.25,51.34,4.87,2020,93
IR-C-C-11971,Lady Brabourne College,Kolkata,West Bengal,50.47,61.74,6.76,60.64,37.24,58.78,2020,94
IR-C-C-43806,Nehru Arts and Science College,Kasaragod,Kerala,50.46,65.38,1.37,74.53,50.93,3.94,2020,95
IR-C-C-6409,Deshbandhu College,New Delhi,Delhi,50.38,68.76,17.32,50.65,59.37,16.77,2020,96
IR-C-C-11660,St. Alberts College,Ernakulam,Kerala,50.34,61.27,10.23,73.98,56.07,2.02,2020,97
IR-C-C-43600,Government Arts College,Thiruvananthapuram,Kerala,50.22,70.78,0.51,65.71,48.21,5.77,2020,98
IR-C-C-8008,Vimala College,Thrissur,Kerala,50.2,62.49,6.32,73.26,55.55,3.94,2020,99
IR-C-C-43649,Fatima Mata National College,Kollam,Kerala,50.13,57.41,32.57,65.61,55.66,2.99,2020,100
IR-C-C-6355,Miranda House,Delhi,Delhi,73.72,77.45,39.24,88.35,75.9,71.74,2019,1
IR-C-C-6377,Hindu College,Delhi,Delhi,70.57,73.74,26.63,89.78,74.77,71.46,2019,2
IR-C-C-43921,Presidency College,Chennai,Tamil Nadu,68.01,77.49,98.02,46.4,50.56,56.5,2019,3
IR-C-C-22470,St. Stephen`s College,Delhi,Delhi,67.55,75.11,14.06,76.98,68.71,92.87,2019,4
IR-C-C-6415,Lady Shri Ram College for Women,New Delhi,Delhi,66.71,70.51,5.19,93.81,61.55,81.24,2019,5
IR-C-C-44006,Loyola College,Chennai,Tamil Nadu,66.31,64.83,83.36,52.89,46.65,100.0,2019,6
IR-C-C-6419,Shri Ram College of Commerce,Delhi,Delhi,64.94,70.16,0.98,90.07,74.62,67.46,2019,7
IR-C-I-1317,Rama Krishna Mission Vivekananda Centenary College,Rahara,West Bengal,64.76,77.04,24.31,98.51,26.97,29.61,2019,8
IR-C-C-6425,Hans Raj College,Delhi,Delhi,64.65,69.76,17.4,83.27,77.13,56.09,2019,9
IR-C-C-11881,St. Xavier`s College,Calcutta,West Bengal,64.5,62.63,35.32,79.59,55.31,87.17,2019,10
IR-C-C-11926,Ramakrishna Mission Vidyamandira,Howrah,West Bengal,64.35,81.04,13.99,92.26,17.29,50.41,2019,11
IR-C-C-6429,Gargi College,Delhi,Delhi,64.11,77.54,9.94,87.16,70.14,28.04,2019,12
IR-C-C-43965,Madras Christian College,Chennai,Tamil Nadu,63.98,73.79,33.19,64.73,57.11,75.88,2019,13
IR-C-C-22462,Atma Ram Sanatan Dharm College,New Delhi,Delhi,63.55,78.2,29.19,77.3,69.58,16.06,2019,14
IR-C-C-42814,Ramakrishna Mission Residential College,Kolkata,West Bengal,63.53,73.31,25.81,88.62,28.82,53.13,2019,15
IR-C-C-6361,Deen Dayal Upadhyaya College,New Delhi,Delhi,62.66,77.2,37.75,66.25,66.83,28.83,2019,16
IR-C-C-41124,PSG College of Arts and Science,Coimbatore,Tamil Nadu,62.42,61.75,39.44,74.99,52.46,77.99,2019,17
IR-C-C-6385,Kirori Mal College,Delhi,Delhi,61.67,77.38,27.81,64.6,69.98,33.99,2019,18
